"UserID","Timestamp","EventCount","ActiveSessionLength","Location","OS","Browser"
"122171","July 31, 5:19pm CDT","61","0:00:51","Atlanta","iOS","Facebook"
"122169","July 31, 5:10pm CDT","5","0:00:05","Gallatin","iOS","Facebook"
"122168","July 31, 5:04pm CDT","100","0:01:00","Molalla","iOS","Facebook"
"122167","July 31, 5:00pm CDT","84","0:01:25","Portsmouth","iOS","Facebook"
"122166","July 31, 4:54pm CDT","69","0:00:43","Fairfield","Android","Facebook"
"122165","July 31, 4:36pm CDT","110","0:02:29","Cincinnati","Android","Facebook"
"122163","July 31, 4:21pm CDT","56","0:01:08","Cincinnati","Android","Facebook"
"23995","July 31, 4:21pm CDT","57","0:00:59","Lebanon","Android","Facebook"
"122161","July 31, 4:10pm CDT","59","0:00:50","Philadelphia","iOS","Facebook"
"122160","July 31, 4:04pm CDT","74","0:01:04","Cincinnati","iOS","Facebook"
"122159","July 31, 3:53pm CDT","84","0:00:56","Cincinnati","iOS","Facebook"
"122158","July 31, 3:45pm CDT","13","0:00:09","Farmington","iOS","Facebook"
"122156","July 31, 3:32pm CDT","83","0:02:00","Point Pleasant","iOS","Facebook"
"122154","July 31, 3:21pm CDT","1","0:00:08","Morehead","Android","Facebook"
"122146","July 31, 2:35pm CDT","65","0:01:32","Sidney","Android","Facebook"
"122145","July 31, 2:24pm CDT","77","0:00:47","Florence","iOS","Facebook"
"122143","July 31, 2:08pm CDT","69","0:00:44","New Castle","iOS","Facebook"
"122142","July 31, 2:00pm CDT","80","0:00:47","Kenova","iOS","Facebook"
"122141","July 31, 1:47pm CDT","75","0:00:58","Cincinnati","iOS","Facebook"
"122139","July 31, 1:36pm CDT","76","0:00:54","Dayton","iOS","Facebook"
"122138","July 31, 1:26pm CDT","68","0:00:54","Chicago","Android","Facebook"
"122136","July 31, 1:07pm CDT","55","0:01:07","Detroit","Android","Facebook"
"122134","July 31, 12:53pm CDT","61","0:00:35","Chicago","Android","Facebook"
"122126","July 31, 12:21pm CDT","79","0:00:41","Palos Heights","iOS","Facebook"
"122124","July 31, 12:05pm CDT","79","0:00:53","Corbin","Android","Facebook"
"122123","July 31, 12:01pm CDT","92","0:00:56","Bristol","Android","Facebook"
"122119","July 31, 11:16am CDT","58","0:01:23","Independence","Android","Facebook"
"122117","July 31, 10:35am CDT","76","0:00:54","Fort Mitchell","iOS","Facebook"
"122115","July 31, 10:07am CDT","62","0:00:51","Amelia","iOS","Facebook"
"122114","July 31, 10:06am CDT","83","0:01:34","Hamilton","Android","Facebook"
"122113","July 31, 10:00am CDT","90","0:00:58","Farmington","iOS","Facebook"
"122112","July 31, 9:59am CDT","13","0:00:02","Portsmouth","iOS","Facebook"
"122111","July 31, 9:59am CDT","21","0:00:24","Metairie","Android","Facebook"
"122110","July 31, 9:47am CDT","69","0:00:40","Farmington","iOS","Facebook"
"122109","July 31, 9:38am CDT","9","0:00:01","Newport","iOS","Facebook"
"122107","July 31, 9:22am CDT","81","0:00:47","Hampton","iOS","Facebook"
"122105","July 31, 8:51am CDT","17","0:00:09","Columbus","Android","Facebook"
"122104","July 31, 8:44am CDT","78","0:00:50","Fairfield","iOS","Facebook"
"122103","July 31, 8:26am CDT","93","0:00:53","New Kent","iOS","Facebook"
"122101","July 31, 8:14am CDT","62","0:00:46","Germantown","Android","Facebook"
"122100","July 31, 8:11am CDT","73","0:00:54","Trenton","iOS","Facebook"
"122097","July 31, 7:20am CDT","71","0:00:46","Palos Heights","iOS","Facebook"
"122096","July 31, 7:17am CDT","69","0:00:34","Loveland","iOS","Facebook"
"122095","July 31, 6:31am CDT","64","0:01:14","2600:100e:bf1c:b43:64b3:3580:9b4c:8522","Android","Facebook"
"122092","July 31, 4:48am CDT","55","0:00:54","Elizabethtown","Android","Facebook"
"122091","July 31, 3:26am CDT","80","0:00:55","Philadelphia","iOS","Facebook"
"122090","July 31, 12:41am CDT","74","0:00:53","Troy","iOS","Facebook"
"122088","July 30, 11:19pm CDT","78","0:00:54","Farmington","iOS","Facebook"
"122086","July 30, 10:31pm CDT","84","0:00:48","Wellston","iOS","Facebook"
"122083","July 30, 9:22pm CDT","90","0:00:32","Bonney Lake","iOS","Facebook"
"122082","July 30, 8:57pm CDT","36","0:00:51","Rock Hill","iOS","Facebook"
"122081","July 30, 8:43pm CDT","53","0:00:47","Detroit","Android","Facebook"
"122079","July 30, 8:29pm CDT","62","0:00:53","Boswell","Android","Facebook"
"122076","July 30, 8:16pm CDT","79","0:00:41","Waynesville","iOS","Facebook"
"122075","July 30, 7:53pm CDT","1","0:00:09","Hurricane","iOS","Facebook"
"122074","July 30, 7:52pm CDT","13","0:00:05","Lexington","iOS","Facebook"
"122073","July 30, 7:38pm CDT","5","0:00:04","Cincinnati","iOS","Facebook"
"122070","July 30, 6:09pm CDT","56","0:01:29","Dayton","Windows","Chrome"
"122069","July 30, 5:44pm CDT","87","0:01:22","Elwood","Android","Facebook"
"122067","July 30, 5:34pm CDT","101","0:02:17","Shepherdsville","Android","Facebook"
"122066","July 30, 5:09pm CDT","75","0:00:45","Harrisburg","iOS","Facebook"
"122064","July 30, 5:06pm CDT","87","0:01:30","Whitestown","Android","Facebook"
"122061","July 30, 4:55pm CDT","85","0:02:20","Middletown","Android","Facebook"
"122059","July 30, 4:40pm CDT","46","0:00:50","Morehead","Android","Facebook"
"122058","July 30, 4:38pm CDT","73","0:00:51","Hemet","iOS","Facebook"
"122057","July 30, 3:45pm CDT","85","0:01:25","Louisville","iOS","Facebook"
"122056","July 30, 3:44pm CDT","66","0:00:47","Greenfield","Android","Facebook"
"122054","July 30, 3:24pm CDT","75","0:01:14","Palos Heights","iOS","Facebook"
"122053","July 30, 3:04pm CDT","67","0:00:51","Rocky Point","iOS","Facebook"
"122052","July 30, 2:41pm CDT","9","0:00:02","Xenia","iOS","Facebook"
"122051","July 30, 2:38pm CDT","66","0:00:46","Farmington","Android","Facebook"
"122050","July 30, 2:34pm CDT","59","0:00:51","Philadelphia","Android","Facebook"
"122047","July 30, 1:56pm CDT","67","0:00:41","Hamilton","iOS","Facebook"
"121761","July 30, 1:31pm CDT","57","0:00:52","Chicago","Android","Facebook"
"122044","July 30, 1:27pm CDT","76","0:00:48","Pittsburgh","iOS","Facebook"
"122043","July 30, 1:10pm CDT","62","0:00:46","Vernal","iOS","Facebook"
"122041","July 30, 12:50pm CDT","53","0:00:48","Wheeling","iOS","Facebook"
"122040","July 30, 12:45pm CDT","13","0:00:02","Anderson","iOS","Facebook"
"122039","July 30, 12:40pm CDT","91","0:00:46","Toledo","iOS","Facebook"
"122038","July 30, 12:33pm CDT","61","0:00:49","New York","iOS","Facebook"
"122037","July 30, 12:23pm CDT","83","0:00:50","New Albany","iOS","Facebook"
"122036","July 30, 12:18pm CDT","75","0:00:51","Independence","iOS","Facebook"
"122035","July 30, 11:58am CDT","72","0:00:48","Philadelphia","iOS","Facebook"
"122031","July 30, 11:25am CDT","104","0:00:48","Portsmouth","iOS","Facebook"
"122030","July 30, 10:48am CDT","1","0:00:02","Hamilton","iOS","Facebook"
"122029","July 30, 10:42am CDT","63","0:00:51","Chicago","Android","Facebook"
"122028","July 30, 10:28am CDT","5","0:00:01","Cincinnati","iOS","Facebook"
"122026","July 30, 10:07am CDT","75","0:00:45","Moncks Corner","iOS","Facebook"
"122025","July 30, 10:00am CDT","67","0:01:03","Covington","iOS","Facebook"
"122024","July 30, 9:56am CDT","91","0:02:20","Palos Heights","iOS","Facebook"
"122023","July 30, 9:51am CDT","1","0:00:03","Loveland","iOS","Facebook"
"122022","July 30, 9:50am CDT","90","0:00:52","Oxford","iOS","Facebook"
"122021","July 30, 9:45am CDT","68","0:01:17","Milford","Android","Facebook"
"122019","July 30, 9:35am CDT","72","0:00:43","Louisville","iOS","Facebook"
"122018","July 30, 8:53am CDT","17","0:00:01","2600:387:b:902::32","iOS","Facebook"
"122015","July 30, 8:28am CDT","63","0:00:59","Nashville","iOS","Facebook"
"122013","July 30, 8:02am CDT","79","0:00:51","Cincinnati","iOS","Facebook"
"122012","July 30, 7:58am CDT","89","0:01:04","Botkins","iOS","Facebook"
"122011","July 30, 7:55am CDT","74","0:00:50","Wellsburg","iOS","Facebook"
"122009","July 30, 7:10am CDT","53","0:00:57","Farmington","iOS","Facebook"
"122008","July 30, 6:57am CDT","81","0:01:30","Farmington","iOS","Facebook"
"122007","July 30, 6:31am CDT","72","0:00:53","Cincinnati","Android","Facebook"
"122006","July 30, 6:13am CDT","67","0:01:20","Lee's Summit","Android","Facebook"
"122005","July 30, 6:03am CDT","72","0:01:30","Akron","Android","Facebook"
"122004","July 30, 5:23am CDT","5","0:00:07","Rock Hill","iOS","Facebook"
"122003","July 30, 5:04am CDT","64","0:00:50","Dickinson","iOS","Facebook"
"122002","July 30, 4:32am CDT","94","0:00:57","Philadelphia","iOS","Facebook"
"121999","July 30, 1:18am CDT","60","0:00:52","Rock Hill","iOS","Facebook"
"121998","July 30, 12:41am CDT","89","0:00:53","Rock Hill","iOS","Facebook"
"121997","July 30, 12:40am CDT","72","0:00:52","Marietta","Android","Facebook"
"121996","July 30, 12:39am CDT","64","0:00:45","Florence","Android","Facebook"
"121994","July 30, 12:36am CDT","95","0:00:52","Cincinnati","iOS","Facebook"
"121993","July 30, 12:22am CDT","113","0:01:00","Phoenix","iOS","Facebook"
"121992","July 30, 12:16am CDT","13","0:00:01","Hamlin","iOS","Facebook"
"121991","July 29, 11:24pm CDT","75","0:01:03","Florence","iOS","Facebook"
"121990","July 29, 11:16pm CDT","75","0:00:59","Oxford","iOS","Facebook"
"121987","July 29, 10:08pm CDT","17","0:00:03","Philadelphia","iOS","Facebook"
"121986","July 29, 10:04pm CDT","62","0:00:51","Rincon","Android","Facebook"
"121985","July 29, 9:50pm CDT","64","0:00:47","Brooksville","Android","Facebook"
"121984","July 29, 9:47pm CDT","52","0:00:47","Greenwood","Android","Facebook"
"121983","July 29, 9:38pm CDT","76","0:01:42","Farmington","iOS","Facebook"
"121982","July 29, 9:36pm CDT","61","0:00:45","Blacklick","Android","Facebook"
"121981","July 29, 9:31pm CDT","62","0:00:44","Hamilton","Android","Facebook"
"121980","July 29, 9:30pm CDT","72","0:01:02","Randolph","Android","Facebook"
"121979","July 29, 9:27pm CDT","86","0:00:51","Derry","iOS","Facebook"
"121976","July 29, 9:04pm CDT","88","0:00:46","Greenwood","iOS","Facebook"
"121975","July 29, 8:59pm CDT","78","0:00:59","Lexington","iOS","Facebook"
"121973","July 29, 8:56pm CDT","94","0:01:23","Marlborough","iOS","Facebook"
"121971","July 29, 8:55pm CDT","5","0:00:06","Bridgeville","iOS","Facebook"
"121968","July 29, 8:51pm CDT","62","0:00:54","Hurricane","Android","Facebook"
"121965","July 29, 8:43pm CDT","17","0:00:06","Wausau","iOS","Facebook"
"121940","July 29, 8:27pm CDT","41","0:00:35","Birmingham","Android","Facebook"
"121961","July 29, 8:10pm CDT","5","0:00:02","Columbus","iOS","Facebook"
"121960","July 29, 8:05pm CDT","74","0:00:45","Cincinnati","iOS","Facebook"
"121959","July 29, 7:44pm CDT","65","0:00:55","Lafayette","iOS","Facebook"
"121958","July 29, 7:27pm CDT","62","0:00:54","Columbus","Android","Facebook"
"121957","July 29, 7:22pm CDT","68","0:00:54","West Chester","iOS","Facebook"
"121956","July 29, 7:21pm CDT","61","0:00:55","Lima","iOS","Facebook"
"121901","July 29, 7:04pm CDT","77","0:00:58","Troy","iOS","Facebook"
"121953","July 29, 6:45pm CDT","78","0:01:21","Akron","iOS","Facebook"
"121951","July 29, 6:37pm CDT","79","0:01:01","174.255.67.27","Android","Facebook"
"121950","July 29, 6:34pm CDT","92","0:01:26","Columbus","iOS","Facebook"
"121947","July 29, 6:00pm CDT","79","0:00:54","Chicago","Android","Facebook"
"121945","July 29, 5:51pm CDT","1","0:00:06","Cleves","iOS","Facebook"
"121943","July 29, 5:26pm CDT","75","0:00:50","Buffalo","iOS","Facebook"
"121942","July 29, 5:19pm CDT","79","0:00:54","Fairborn","iOS","Facebook"
"121941","July 29, 4:58pm CDT","82","0:00:45","Prestonsburg","iOS","Facebook"
"121938","July 29, 4:43pm CDT","68","0:00:52","Milford","iOS","Facebook"
"121936","July 29, 4:42pm CDT","72","0:00:47","Dallas","iOS","Facebook"
"121934","July 29, 4:28pm CDT","9","0:00:07","166.182.248.105","iOS","Facebook"
"121935","July 29, 4:27pm CDT","13","0:00:07","107.77.173.10","Android","Facebook"
"121933","July 29, 4:12pm CDT","63","0:00:51","Ballwin","Android","Facebook"
"121931","July 29, 3:55pm CDT","79","0:00:57","Wallkill","iOS","Facebook"
"121929","July 29, 3:37pm CDT","79","0:00:45","Rossville","Android","Facebook"
"121928","July 29, 3:31pm CDT","72","0:00:48","Union","iOS","Facebook"
"121926","July 29, 3:21pm CDT","83","0:00:53","Middletown","iOS","Facebook"
"121924","July 29, 3:04pm CDT","1","0:00:01","Findlay","iOS","Facebook"
"121922","July 29, 2:50pm CDT","78","0:00:58","Prairieville","iOS","Facebook"
"121920","July 29, 2:34pm CDT","52","0:00:58","Jackson","Android","Facebook"
"121918","July 29, 2:31pm CDT","80","0:00:38","Shepherdsville","iOS","Facebook"
"121917","July 29, 2:28pm CDT","57","0:00:50","Clinchco","Android","Facebook"
"121916","July 29, 2:28pm CDT","61","0:00:59","Georgetown","Android","Facebook"
"121914","July 29, 2:14pm CDT","5","0:00:05","Walton","Android","Facebook"
"121913","July 29, 2:05pm CDT","70","0:01:54","Catlettsburg","iOS","Facebook"
"121909","July 29, 1:48pm CDT","52","0:00:49","Philadelphia","Android","Facebook"
"121908","July 29, 1:33pm CDT","61","0:00:46","West Union","Android","Facebook"
"10149","July 29, 1:25pm CDT","65","0:00:46","Farmington","iOS","Facebook"
"121906","July 29, 1:24pm CDT","13","0:00:07","Morehead","Android","Facebook"
"121902","July 29, 1:17pm CDT","9","0:00:02","Kansas City","iOS","Facebook"
"121900","July 29, 1:15pm CDT","73","0:00:40","Chicago","iOS","Facebook"
"121899","July 29, 1:11pm CDT","76","0:00:57","Cincinnati","Android","Facebook"
"121898","July 29, 1:07pm CDT","71","0:00:54","Xenia","iOS","Facebook"
"121895","July 29, 12:50pm CDT","64","0:00:51","Columbia","iOS","Facebook"
"121892","July 29, 12:49pm CDT","61","0:00:52","Shelburne","iOS","Facebook"
"121891","July 29, 12:47pm CDT","72","0:00:53","Batavia","iOS","Facebook"
"121890","July 29, 12:31pm CDT","75","0:00:50","Dallas","iOS","Facebook"
"121888","July 29, 12:21pm CDT","5","0:00:01","Farmington","iOS","Facebook"
"121887","July 29, 12:14pm CDT","114","0:01:48","Atlanta","Android","Facebook"
"121885","July 29, 12:06pm CDT","77","0:00:54","Philadelphia","iOS","Facebook"
"121884","July 29, 11:59am CDT","70","0:00:41","Chicago","iOS","Facebook"
"121883","July 29, 11:57am CDT","84","0:00:59","2600:387:9:5::1b","iOS","Facebook"
"121882","July 29, 11:45am CDT","5","0:00:06","Cincinnati","iOS","Facebook"
"121881","July 29, 11:31am CDT","79","0:00:52","Cincinnati","iOS","Facebook"
"121880","July 29, 11:30am CDT","59","0:00:58","Charleston","Android","Facebook"
"121878","July 29, 11:25am CDT","89","0:00:51","Cincinnati","iOS","Facebook"
"121877","July 29, 11:20am CDT","114","0:00:56","Savannah","iOS","Facebook"
"121875","July 29, 11:19am CDT","1","0:00:05","Phoenix","iOS","Facebook"
"121873","July 29, 10:53am CDT","71","0:00:56","Atlanta","iOS","Facebook"
"121872","July 29, 10:52am CDT","70","0:00:42","Farmington","iOS","Facebook"
"121869","July 29, 10:39am CDT","63","0:00:48","Germantown","Android","Facebook"
"121868","July 29, 10:38am CDT","13","0:00:01","San Angelo","iOS","Facebook"
"121867","July 29, 10:35am CDT","61","0:00:45","Rock Hill","iOS","Facebook"
"121866","July 29, 10:33am CDT","72","0:00:58","Charleston","iOS","Facebook"
"121863","July 29, 10:12am CDT","108","0:01:23","Williamson","iOS","Facebook"
"121862","July 29, 9:56am CDT","91","0:00:51","Fort Mitchell","iOS","Facebook"
"121861","July 29, 9:50am CDT","13","0:00:09","Farmington","iOS","Facebook"
"121860","July 29, 9:23am CDT","73","0:00:57","Louisville","iOS","Facebook"
"121859","July 29, 9:20am CDT","79","0:00:45","De Pere","iOS","Facebook"
"121858","July 29, 9:19am CDT","84","0:00:50","Winchester","iOS","Facebook"
"121855","July 29, 9:09am CDT","81","0:00:50","Fort Thomas","iOS","Facebook"
"121854","July 29, 9:07am CDT","75","0:00:47","Gardendale","iOS","Facebook"
"121853","July 29, 9:00am CDT","89","0:00:43","Farmington","iOS","Facebook"
"121851","July 29, 8:57am CDT","78","0:00:56","Indianapolis","iOS","Facebook"
"121849","July 29, 8:50am CDT","81","0:00:59","Palos Heights","iOS","Facebook"
"121848","July 29, 8:48am CDT","1","0:00:04","Richmond","Android","Facebook"
"121837","July 29, 8:45am CDT","85","0:00:46","Indianapolis","Android","Facebook"
"121846","July 29, 8:34am CDT","17","0:00:07","San Francisco","iOS","Facebook"
"121845","July 29, 8:16am CDT","74","0:00:58","Cincinnati","Android","Facebook"
"121844","July 29, 8:13am CDT","1","0:00:01","Franklin","iOS","Facebook"
"121843","July 29, 8:11am CDT","72","0:00:51","Glasgow","iOS","Facebook"
"121842","July 29, 8:08am CDT","56","0:00:51","Mount Airy","Android","Facebook"
"121841","July 29, 8:08am CDT","80","0:00:58","Wapakoneta","iOS","Facebook"
"121839","July 29, 7:59am CDT","94","0:00:55","Louisville","iOS","Facebook"
"121837","July 29, 7:57am CDT","93","0:01:34","Indianapolis","Android","Facebook"
"121836","July 29, 7:51am CDT","75","0:00:58","Spartanburg","iOS","Facebook"
"121835","July 29, 7:46am CDT","63","0:00:42","Chicago","iOS","Facebook"
"121834","July 29, 7:30am CDT","71","0:00:48","Dayton","iOS","Facebook"
"121833","July 29, 7:12am CDT","67","0:00:50","Minneapolis","iOS","Facebook"
"121832","July 29, 7:10am CDT","5","0:00:01","Radcliff","iOS","Facebook"
"121831","July 29, 7:02am CDT","62","0:00:45","Louisville","iOS","Facebook"
"121830","July 29, 6:58am CDT","97","0:00:50","Covington","iOS","Facebook"
"121829","July 29, 6:51am CDT","5","0:00:07","Glasgow","iOS","Facebook"
"121828","July 29, 6:15am CDT","17","0:00:05","Chicago","iOS","Facebook"
"121826","July 29, 5:35am CDT","93","0:00:53","Cincinnati","iOS","Facebook"
"121825","July 29, 5:03am CDT","86","0:01:00","Paulding","Android","Facebook"
"121823","July 29, 2:48am CDT","69","0:00:54","Ashland","iOS","Facebook"
"121821","July 29, 12:33am CDT","87","0:00:59","Owensboro","iOS","Facebook"
"121819","July 29, 12:10am CDT","5","0:00:09","Dublin","iOS","Facebook"
"121818","July 28, 11:45pm CDT","81","0:01:56","Hamilton","iOS","Facebook"
"121817","July 28, 11:43pm CDT","53","0:00:51","New Bremen","Android","Facebook"
"121816","July 28, 11:33pm CDT","69","0:00:54","Norfolk","iOS","Facebook"
"121815","July 28, 11:32pm CDT","5","0:00:01","Seattle","iOS","Facebook"
"121814","July 28, 10:58pm CDT","49","0:00:56","San Diego","Android","Facebook"
"121813","July 28, 10:32pm CDT","66","0:01:42","Orleans","Android","Facebook"
"121812","July 28, 10:25pm CDT","13","0:00:03","Gilbert","iOS","Facebook"
"121811","July 28, 10:23pm CDT","75","0:00:51","Fairfax","iOS","Facebook"
"121809","July 28, 10:18pm CDT","64","0:00:48","Bedford","Android","Facebook"
"121808","July 28, 10:12pm CDT","89","0:00:45","Los Angeles","iOS","Facebook"
"121806","July 28, 10:05pm CDT","71","0:00:44","Lima","Android","Facebook"
"121805","July 28, 9:52pm CDT","5","0:00:09","Middletown","Android","Facebook"
"121800","July 28, 9:06pm CDT","17","0:00:01","Louisville","iOS","Facebook"
"121799","July 28, 8:51pm CDT","60","0:00:48","Point Pleasant","Android","Facebook"
"121798","July 28, 8:38pm CDT","72","0:00:47","Springfield","iOS","Facebook"
"121797","July 28, 8:27pm CDT","63","0:00:49","Farmington","iOS","Facebook"
"121796","July 28, 8:18pm CDT","17","0:00:01","La Mesa","iOS","Facebook"
"121794","July 28, 8:03pm CDT","103","0:00:51","Lima","iOS","Facebook"
"121793","July 28, 8:03pm CDT","13","0:00:02","Biloxi","iOS","Facebook"
"121792","July 28, 7:59pm CDT","61","0:00:53","Marion","Android","Facebook"
"121791","July 28, 7:58pm CDT","17","0:00:05","Boston","iOS","Facebook"
"121790","July 28, 7:38pm CDT","47","0:00:54","Cincinnati","Android","Facebook"
"121789","July 28, 7:21pm CDT","72","0:00:54","Dayton","iOS","Facebook"
"121788","July 28, 7:05pm CDT","46","0:00:54","Munfordville","iOS","Facebook"
"121787","July 28, 7:02pm CDT","61","0:01:00","Cincinnati","Android","Facebook"
"121786","July 28, 7:00pm CDT","9","0:00:01","Cincinnati","Android","Facebook"
"121785","July 28, 7:00pm CDT","17","0:00:04","199.188.236.227","iOS","Facebook"
"121784","July 28, 7:00pm CDT","9","0:00:06","Batavia","iOS","Facebook"
"121782","July 28, 6:54pm CDT","69","0:00:58","Lawrenceburg","Android","Facebook"
"121779","July 28, 6:33pm CDT","17","0:00:08","Hamilton","Android","Facebook"
"121778","July 28, 6:30pm CDT","65","0:00:42","Philadelphia","iOS","Facebook"
"121777","July 28, 6:27pm CDT","61","0:00:52","Chicago","iOS","Facebook"
"121776","July 28, 6:24pm CDT","61","0:00:54","Paulding","Android","Facebook"
"121775","July 28, 6:19pm CDT","53","0:00:44","Benton","Android","Facebook"